p_id,name,products,price,colour,brand,img,ratingCount,avg_rating,description,p_attributes
14596948,American Eye Women Teal Blue Checked Longline Shrug,Shrug,1999,Teal,American Eye,http://assets.myntassets.com/assets/images/14596948/2021/7/20/ba541371-fd83-4312-a860-932306d44f821626757805913-American-Eye-Women-Teal-Blue-Checked-Longline-Shrug-16316267-1.jpg,113,4.65,"Teal blue checked open front longline shrug, has three-quarter sleeves, straight hemAcrylic <br> Machine washThe model (height 5'8) is wearing a size M","{'Body or Garment Size': 'Garment Measurements in', 'Fabric': 'Acrylic', 'Front Styling': 'Open Front', 'Hemline': 'Straight', 'Length': 'Longline', 'Main Trend': 'New Basics', 'Occasion': 'Casual', 'Pattern': 'Checked', 'Sleeve Length': 'Three-Quarter Sleeves', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Wash Care': 'Machine Wash'}"
16370776,armure Women Maroon Lightweight Open Front Jacket,Jacket,2999,Maroon,armure,http://assets.myntassets.com/assets/images/16370776/2021/12/4/2e3a41f8-b5f1-460f-8eac-dc8913b846991638609017795armureWomenMaroonStripedLightweightTailoredJacket1.jpg,56,,"Maroon solid lightweight open front jacket  with zip detail,  has a collarless,  2  pockets long sleeves,  curved  hemline, without  liningPolyester<br>Machine washThe model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '424', 'Body or Garment Size': 'Garment Measurements in', 'Character': 'NA', 'Closure': 'NA', 'Collar': 'Collarless', 'Fabric': 'Polyester', 'Features': 'Lightweight', 'Hemline': 'Curved', 'Length': 'Regular', 'Lining Fabric': 'Unlined', 'Main Trend': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Long Sleeves', 'Sport': 'NA', 'Surface Styling': 'Zip Detail', 'Sustainable': 'Regular', 'Technology': 'NA', 'Technology Present': 'No', 'Type': 'Open Front Jacket', 'Wash Care': 'Machine Wash', 'Weave Type': 'Knitted'}"
10466122,Clora Creation Women Maroon Solid Flared Maxi Skirt,Maxi Skirt,1299,Maroon,Clora Creation,http://assets.myntassets.com/assets/images/productimage/2019/8/16/fbad44b1-9582-4016-8484-a1d926a123161565936201705-1.jpg,17,4.125,"<p> Maroon solid flared maxi skirt, has an elasticated waistband, drawstring closure, flared hem</p><p>The model (height 5'8"") is wearing a size S</p><p>Viscose rayon<br>Hand wash</p>","{'Add-Ons': 'NA', 'Body Shape ID': '324,333,424', 'Body or Garment Size': 'Garment Measurements in', 'Closure': 'Drawstring', 'Fabric': 'Viscose Rayon', 'Fabric Type': 'NA', 'Hemline': 'Flared', 'Knit or Woven': 'Woven', 'Length': 'Maxi', 'Lining': 'NA', 'Main Trend': 'New Basics', 'Occasion': 'Ethnic', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Slit Detail': 'NA', 'Sub Trend': 'New Basics', 'Surface Styling': 'NA', 'Transparency': 'Opaque', 'Type': 'Flared', 'Wash Care': 'Hand Wash'}"
16350404,Enchanted Drapes Women Green Printed Pure Cotton Trousers,Trousers,1300,Green,Enchanted Drapes,http://assets.myntassets.com/assets/images/16350404/2021/12/3/c90224d4-31b4-4ba8-8fa5-a798dbf5bc421638503384731EnchantedDrapesWomenGreenFloralPrintedTrousers1.jpg,113,,"<ul> <li> Green knitted trousers </li> <li> Regular fit </li> <li> Mid-rise </li> <li> Length:  cropped </li> <li> Pattern: abstract printed </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> <li> 1 pockets </li> </ul>100% Cotton<br>Machine wash<br> Fit: Regular Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Care for me': 'Machine Wash in cold water (30 degree C or low) to avoid shrinkage\r\nLine-dry in shade to avoid yellowing\r\nFor whites, wash with non-chlorine bleach on a hot water setting\r\nIron when slightly damp', 'Character': 'NA', 'Closure': 'Drawstring', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Regular Fit', 'Fly Type': 'No Fly', 'Length': 'Cropped', 'Main Trend': 'Abstract', 'Multipack Set': 'NA', 'Number of Pockets': '1', 'Occasion': 'Casual', 'Pattern': 'Printed', 'Print or Pattern Type': 'Abstract', 'Sustainable': 'Regular', 'Type': 'Regular Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Knitted'}"
19112016,INDIAN HERITAGE Black & Red Printed Silk Crepe Unstitched Dress Material,Dress Material,4450,Black,INDIAN HERITAGE,http://assets.myntassets.com/assets/images/19112016/2022/7/14/a17ea10a-bb1f-4694-b3fa-18586a2e5d6a1657822360293INDIANHERITAGEBlackRedPrintedSilkCrepeUnstitchedDressMateria1.jpg,225,,"Black and red printed unstitched dress material <br> Black and red printed kurta fabric <br> Black and red printed bottom fabric <br> Black and red printed dupatta, has Disclaimer: Images are for referral purposes only. The actual product is unstitchedKurta Fabric:Silk Crepe<br>Bottom Fabric:Silk Crepe<br>Dupatta Fabric:Poly Chiffon<br>Machine Wash","{'Bottom Fabric': 'Silk Crepe', 'Bottom Pattern': 'Printed', 'Dupatta Border': 'NA', 'Dupatta Fabric': 'Poly Chiffon', 'Dupatta Pattern': 'Printed', 'Kurta Fabric': 'Silk Crepe', 'Kurta Pattern': 'Printed', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Print or Pattern Type': 'Floral', 'Set Content': 'Kurta Fabric Bottom Fabric and Dupatta', 'Stitch': 'Unstitched', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Machine Wash', 'Wedding': 'NA'}"
14535860,Roadster Women Pink Pure Cotton Denim Jacket with Floral Embroidery,"Denim Jacket, Floral Embroidery",2799,Pink,Roadster,http://assets.myntassets.com/assets/images/14535860/2022/1/21/dd102491-c814-44be-b11f-dac61d2743121642761133497-Roadster-Women-Jackets-381642761132815-1.jpg,129,4.777777778,"Pink floral self design denim jacket with embroidered, has a spread collar, 2 pockets ,has a button closure, long sleeves, straight hemline, without liningOuter shell: 100% Cotton<br>Lining fabric: Unlined<br>Machine washThe model (height 5'8) is wearing a size S","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Character': 'NA', 'Closure': 'Button', 'Collar': 'Spread Collar', 'Fabric': 'Cotton', 'Features': 'NA', 'Hemline': 'Straight', 'Length': 'Regular', 'Lining Fabric': 'Unlined', 'Main Trend': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Self Design', 'Print or Pattern Type': 'Floral', 'Sleeve Length': 'Long Sleeves', 'Sport': 'NA', 'Surface Styling': 'Embroidered', 'Sustainable': 'Regular', 'Technology': 'NA', 'Technology Present': 'No', 'Type': 'Denim Jacket', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}"
14861650,Kvsfab Women Orange Handloom Cotton Unstitched Dress Material,Dress Material,3199,Orange,Kvsfab,http://assets.myntassets.com/assets/images/14861650/2021/8/6/8c0e1518-9b91-4e36-9e6b-535c5ee805461628247070550-Kvsfab-Women-Dress-Material-9731628247070052-1.jpg,78,,"Orange woven design unstitched dress material <br> Orange woven design kurta fabric <br> Orange printed bottom fabric <br> Orange woven design dupatta, has tassels border <br> Disclaimer: Images are for referral purposes only. The actual product is unstitchedTop fabric length:&nbsp;2.5 metres<br>Bottom fabric length:&nbsp;2 metres<br>Dupatta length: 2 metres (approx)<br>Dupatta Width : 0.88 metresPure cotton <br> Dry clean","{'Bottom Fabric': 'Pure Cotton', 'Bottom Pattern': 'Printed', 'Dupatta Border': 'Tassels', 'Dupatta Fabric': 'Pure Cotton', 'Dupatta Pattern': 'Woven Design', 'Kurta Fabric': 'Pure Cotton', 'Kurta Pattern': 'Woven Design', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Print or Pattern Type': 'Geometric', 'Set Content': 'Kurta Fabric Bottom Fabric and Dupatta', 'Stitch': 'Unstitched', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Dry Clean'}"
12989830,mokshi Women Maroon & Golden Bandhani Print Kurta with Palazzos,"Kurta, Palazzos",2799,Maroon,mokshi,http://assets.myntassets.com/assets/images/12989830/2020/11/28/61ffc8b2-bd2f-4b40-80d2-c8098ca341411606556348077-mokshi-Women-Kurta-Sets-8271606556346022-1.jpg,86,4.239071775,"Maroon and golden printed kurta with palazzos<br>Maroon and golden bandhani print straight calf length kurta, has a round neck, three-quarter sleeves, straight hem, side slits<br>Maroon and golden printed palazzos, has an elasticated waistband, slip-on closureThe model (height 5'8"") is wearing a size STop fabric: Viscose Rayon<br>Bottom fabric: Viscose Rayon<br>Dry-clean","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Viscose Rayon', 'Bottom Pattern': 'Printed', 'Bottom Type': 'Palazzos', 'Character': 'NA', 'Dupatta': 'NA', 'Dupatta Border': 'NA', 'Dupatta Fabric': 'NA', 'Dupatta Pattern': 'NA', 'Main Trend': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Festive', 'Ornamentation': 'NA', 'Pattern Coverage': 'Small', 'Print or Pattern Type': 'Geometric', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Viscose Rayon', 'Top Hemline': 'Straight', 'Top Length': 'Calf Length', 'Top Pattern': 'Printed', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Elasticated', 'Wash Care': 'Dry Clean', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave', 'Wedding': 'Guests & Gifting'}"
18259438,MANGO Women Beige Checked Straight Fit Pleated Trousers Comes with a Belt,Trousers,6590,Beige,MANGO,http://assets.myntassets.com/assets/images/18259438/2022/5/26/42272a5f-7fc9-4137-b0d3-279bdca988fc1653544411699MANGOWomenCream-ColouredCasualShirtShirtsMANGOMANMenJumpsuit1.jpg,402,5,"<ul> <li> Beige woven trousers </li> <li> Straight fit </li> <li> Mid-rise </li> <li> Length:  regular </li> <li> Pattern: checked </li> <li> Pleated design </li> <li> Feature:  plain </li> <li> 2 pockets </li> <li> Comes with a belt </li> </ul>48% polyester, 25% viscose, 24% linen, 3% elastane<br>Lining: 52% viscose, 48% polyester.<br>Belt: 48% polyester, 25% viscose, 24% linen, 3% elastane<br>Machine Wash<br> Fit: Straight Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'Comes with a belt', 'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Care for me': 'Follow the garment wash care label<br>\r\nCan be tumble dried in a cool setting if machine washed<br>\r\nPrevent static build-up by drying while damp<br>\r\nUse low heat to iron', 'Character': 'NA', 'Closure': 'Snap Button', 'Fabric': 'Polyester', 'Fabric 2': 'Viscose Rayon', 'Features': 'Plain', 'Fit': 'Straight Fit', 'Fly Type': 'Zip', 'Length': 'Regular', 'Main Trend': 'Micro or Ditsy Print', 'Multipack Set': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Checked', 'Print or Pattern Type': 'Checked', 'Sustainable': 'Regular', 'Type': 'Regular Trousers', 'Type of Pleat': 'Pleated', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}"
16100814,Reich Color Women Black Fleece Lightweight Longline Tailored Jacket with Embroidered,Jacket,1649,Black,Reich Color,http://assets.myntassets.com/assets/images/16100814/2021/11/15/27ab12b1-444f-43f6-acf5-d00a5375cade1636978807905ReichColorWomenBlackFleeceLightweightLonglineTailoredJacketw1.jpg,67,,"Black solid lightweight tailored jacket  with embroidered,  has a stand collar,  2  pockets ,has a button closure, three-quarter sleeves,  curved  hemline, fleece  liningThe model (height 5'8) is wearing a size S<p>Care Instructions: Hand Wash &amp; Gentle Machine Wash, Do Not Bleach</p>","{'Add-Ons': 'NA', 'Body Shape ID': '443,324,424', 'Body or Garment Size': 'Garment Measurements in', 'Character': 'NA', 'Closure': 'Button', 'Collar': 'Stand Collar', 'Fabric': 'Fleece', 'Features': 'Lightweight', 'Hemline': 'Curved', 'Length': 'Longline', 'Lining Fabric': 'Fleece', 'Main Trend': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sport': 'NA', 'Surface Styling': 'Embroidered', 'Sustainable': 'Regular', 'Technology': 'NA', 'Technology Present': 'No', 'Type': 'Tailored Jacket', 'Wash Care': 'Machine Wash', 'Weave Type': 'Knitted'}"
15610972,Vishudh Turquoise Blue & White Cotton Printed Tunic,Tunic,1049,Turquoise Blue,Vishudh,http://assets.myntassets.com/assets/images/15610972/2021/9/24/502cc5ee-bd5e-494f-acc3-bc5f7d152fdd1632502957953Tunics1.jpg,13,4.037735849,"Turquoise blue and white printed tunic ,has a round neck,  three-quarter sleeves,The model (height 5'8) is wearing a size SCotton <br> Machine wash","{'Body or Garment Size': 'Garment Measurements in', 'Closure': 'NA', 'Fabric': 'Cotton', 'Main Trend': 'Floral Print', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Ethnic', 'Pattern': 'Printed', 'Sleeve Length': 'Three-Quarter Sleeves', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Wash Care': 'Machine Wash'}"
16794818,Levis Women Blue 501 Straight Fit High-Rise Clean Look Jeans,Jeans,4599,Blue,Levis,http://assets.myntassets.com/assets/images/16794818/2022/4/20/f0ddba3c-f8f9-4e5f-8842-f425e7994a801650456483917LevisWomenBlue501StraightFitHigh-RiseCleanLookJeans1.jpg,170,3.363636364,"<ul><li>Light shade, no fade blue jeans</li><li>501 Straight fit, high-rise</li><li>Clean look</li><li>Non stretchable</li><li>5 pocket</li><li>Length: regular</li></ul>100% Cotton,<br>Machine-washFit: 501 Straight Fit<br>Non Stretchable<br>The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'Whiskers and Chevrons', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Straight Fit', 'Length': 'Regular', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Light', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}"
15211354,My Little Lambs Girls Teal Green & Yellow Printed Lehenga With Blouse,"Lehenga, Blouse",3000,Teal,My Little Lambs,http://assets.myntassets.com/assets/images/15211354/2021/8/20/6064578a-2a9c-4512-84f6-0484e8a1aace1629463442438SawanTealLehengaCholi1.jpg,762,4.454545455,"This set has stitched lehenga &amp; blouse<br>Teal green leheiya printed lehenga, tiered shape has drawstring closure<br>Yellow floral printed peplum style blouse, tie-up neck, short sleeves100% Cotton<br>Machine wash","{'Blouse Closure': 'NA', 'Blouse Fabric': 'Cotton', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Pattern': 'Printed', 'Choli Stitch': 'Ready to Wear', 'Dupatta': 'NA', 'Dupatta Border': 'NA', 'Dupatta Fabric': 'NA', 'Dupatta Pattern': 'NA', 'Hemline': 'Flared', 'Lehenga Closure': 'Slip-On', 'Lehenga Fabric': 'Cotton', 'Lehenga Lining Fabric': 'NA', 'Lehenga Stitch': 'Ready to Wear', 'Neck': 'Round Neck', 'Ornamentation': 'NA', 'Regions': 'All', 'Sleeve Length': 'Short Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Sustainable': 'Regular', 'Technique': 'Leheriya', 'Top Pattern': 'Printed'}"
15428122,Chkokko Women Black Sporty Jacket,Jacket,3330,Black,Chkokko,http://assets.myntassets.com/assets/images/15428122/2021/9/11/44f4a4f6-7e98-449c-9a0f-db588eef06a11631350682650ChkokkoWomenBlackSportyJacket1.jpg,367,4.75,"Black abstract printed sporty jacket  with studded,  has a mock collar,  2  pockets ,has a zip closure, sleeveless,  straight  hemline, polyester  liningThe model (height 5'8) is wearing a size SOuter shell: Polyester <br> Lining fabric: Polyester <br> Machine wash","{'Add-Ons': 'NA', 'Body Shape ID': '443,324,333,424', 'Body or Garment Size': 'Garment Measurements in', 'Character': 'NA', 'Closure': 'Zip', 'Collar': 'Mock Collar', 'Fabric': 'Polyester', 'Features': 'NA', 'Hemline': 'Straight', 'Length': 'Regular', 'Lining Fabric': 'Polyester', 'Main Trend': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Printed', 'Print or Pattern Type': 'Abstract', 'Sleeve Length': 'Sleeveless', 'Sport': 'NA', 'Surface Styling': 'Studded', 'Sustainable': 'Regular', 'Technology': 'NA', 'Technology Present': 'No', 'Type': 'Sporty Jacket', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}"
14332396,Roadster Women Pink Solid Sweatshirt,Sweatshirt,1599,Pink,Roadster,http://assets.myntassets.com/assets/images/14332396/2021/9/8/57f090fe-30f9-494a-8720-4136ae77af0e1631102646146-Roadster-Women-Sweatshirts-1741631102645612-1.jpg,163,4.340425532,"Pink solid sweatshirt has a round neck, long printed sleeves, closure, straight hemThe model (height 5'8) is wearing a size S60% Cotton and 40% Polyester<br>Machine wash","{'Body Shape ID': '443,424,324', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Center Front Open': 'No', 'Character': 'NA', 'Closure': 'NA', 'Fabric': 'Cotton', 'Hemline': 'Straight', 'Hood': 'NA', 'Length': 'Regular', 'Multipack Set': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Pocket': 'NA', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Long Sleeves', 'Sport': 'NA', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Technology': 'NA', 'Type': 'Pullover', 'Wash Care': 'Machine Wash', 'Weave Type': 'Knitted'}"
11364480,SASSAFRAS Women Rose Solid Cold-Shoulder Top,Top,999,Rose,SASSAFRAS,http://assets.myntassets.com/assets/images/11364480/2020/1/28/ee294019-a5bc-4d91-b2c5-6e609ac4ef7c1580191252768-SASSAFRAS-Women-Pink-Solid-Top-411580191251390-1.jpg,44,4.306608884,"Rose solid woven cold shoulder top with ruffle detail, has shoulder straps, and short sleevesThe model (height 5'8"") is wearing a size SMaterial: Poly crepe<br>Machine Wash","{'Body Shape ID': '443,333,324,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Center Front Open': 'No', 'Character': 'NA', 'Closure': 'NA', 'Fabric': 'Polyester', 'Fabric Type': 'Crepe', 'Length': 'Regular', 'Lining': 'NA', 'Main Trend': 'Lace Frills Bows and Ruffles', 'Multipack Set': 'NA', 'Neck': 'Shoulder Straps', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Short Sleeves', 'Sleeve Styling': 'Cold-Shoulder Sleeves', 'Surface Styling': 'Ruffles', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Type': 'Regular', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven', 'taxMaterial': 'NA'}"
16557264,AKKRITI BY PANTALOONS Women Grey & Black Acrylic Longline Bohemian Tie-Up Shrug,Shrug,1999,Grey,AKKRITI BY PANTALOONS,http://assets.myntassets.com/assets/images/16557264/2021/12/20/f5b1ef54-1621-459e-b6bc-aaadccbea54f1639999202706AKKRITIBYPANTALOONSWomenGrey1.jpg,26,,"Grey and black self design tie-up longline shrug ,has long sleeves,  high-low hemThe model (height 5'8) is wearing a size S100% Acrylic<br>Machine wash","{'Body or Garment Size': 'Garment Measurements in', 'Fabric': 'Acrylic', 'Front Styling': 'Tie-Up', 'Hemline': 'High-Low', 'Length': 'Longline', 'Main Trend': 'Bohemian', 'Occasion': 'Casual', 'Pattern': 'Self Design', 'Sleeve Length': 'Long Sleeves', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Wash Care': 'Machine Wash'}"
16164252,Honey by Pantaloons Women Green Striped Regular Shorts,Shorts,999,Green,Honey by Pantaloons,http://assets.myntassets.com/assets/images/16164252/2021/11/18/4bb5b449-11a6-4d13-93de-2f044cba49011637235775625HoneybyPantaloonsWomenGreenStripedRegularShorts1.jpg,228,,"Green striped mid-rise regular shorts,  has 2 pockets, slip-on closure100% Polyester<br>Machine washRegular Fit <br> The model (height 5'8) is wearing a size 28","{'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Polyester', 'Fabric 2': 'NA', 'Fit': 'Regular Fit', 'Knit or Woven': 'Woven', 'Length': 'Above Knee', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Striped', 'Print or Pattern Type': 'Striped', 'Sport': 'NA', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Technology': 'NA', 'Type': 'Regular Shorts', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash'}"
18839692,Styli White Extended Sleeves Top,Top,1799,White,Styli,http://assets.myntassets.com/assets/images/18839692/2022/6/23/5c024c45-a7cf-4c4b-be6a-4833abfd56fd1655976632401ShortSleevesShortLengthTweedDetailTop1.jpg,837,,"<ul> <li> White regular top </li> <li> Abstract self design </li> <li> Round neck,  short,  extended sleeves </li> <li> Knitted </li> </ul>The model (height 5'8) is wearing a size S<p>Fabric 1:80%Polyester;12%Cotton;4%Viscose;3%Metallic;1%Acrylic;Fabric 2:100%Polyester</p>","{'Body Shape ID': '333', 'Body or Garment Size': 'Garment Measurements in', 'Care for me': 'Follow the garment wash care label<br>\r\nCan be tumble dried in a cool setting if machine washed<br>\r\nPrevent static build-up by drying while damp<br>\r\nUse low heat to iron', 'Center Front Open': 'No', 'Character': 'NA', 'Closure': 'NA', 'Fabric': 'Polyester', 'Fabric Type': 'NA', 'Length': 'Regular', 'Lining': 'NA', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Neck': 'Round Neck', 'Occasion': 'Party', 'Pattern': 'Self Design', 'Print or Pattern Type': 'Abstract', 'Sleeve Length': 'Short Sleeves', 'Sleeve Styling': 'Extended Sleeves', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Transparency': 'Opaque', 'Type': 'Regular', 'Wash Care': 'Machine Wash', 'Weave Type': 'Knitted', 'taxMaterial': 'NA'}"
18507620,FREAKINS Women Blue High-Rise Flared Fit Cropped Jeans,Jeans,2199,Blue,FREAKINS,http://assets.myntassets.com/assets/images/18507620/2022/5/30/6a0a39c4-4965-49fe-a135-d0eaf4e80e441653919690102Jeans1.jpg,22,,"Get your hands on this chic pair of jeans and make a style statement anywhere you go. Featuring a lovely flared fit and a high-rise waist, this pair of jeans is designed to stand out.&nbsp;<ul><li>Blue colour</li><li>Flared fit</li><li>High-Rise waist</li><li>Cropped length</li><li></li><li>Cotton, Machine Wash</li></ul><br> Fit: Flared <br> Non Stretchable <br> The model (height 5'8) is wearing a size 28<p>Machine Wash</p>","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Mildly Distressed', 'Effects': 'Whiskers and Chevrons', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'Light Fade', 'Features': 'NA', 'Fit': 'Flared', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Medium', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'Ripped', 'Waist Rise': 'High-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}"
14531298,Monte Carlo Women Cream & Blue Printed T-shirt with Palazzos,"T-shirt, Palazzos",1490,Cream,Monte Carlo,http://assets.myntassets.com/assets/images/productimage/2021/6/14/4a761e14-ffd8-449e-ad0f-3276abdf57191623667910501-1.jpg,10,,"This clothing set consists of T-shirt and Palazzos <br> Cream and blue printed T-shirt ,has a round neck,  short sleeves <br> Cream and blue printed Palazzos ,has a drawstring closureThe model (height 5'8) is wearing a size STop fabric: Cotton Blend <br> Bottom fabric: Cotton Blend <br> Machine wash","{'Add-Ons': 'NA', 'Better Cotton Initiative': 'Regular', 'Bottom Closure': 'Drawstring', 'Bottom Fabric': 'Cotton Blend', 'Bottom Pattern': 'Printed', 'Bottom Type': 'Palazzos', 'Character': 'NA', 'Lining': 'NA', 'Neck': 'Round Neck', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Sleeve Length': 'Short Sleeves', 'Sustainable': 'Regular', 'Top Fabric': 'Cotton Blend', 'Top Pattern': 'Printed', 'Top Type': 'T-shirt', 'Trends': 'NA', 'Wash Care': 'Machine Wash'}"
14880040,ADA Pink Embroidered Sustainable Unstitched Dress Material,Dress Material,2990,Pink,ADA,http://assets.myntassets.com/assets/images/14880040/2021/8/4/79394193-d7a0-4349-9b34-b5f2b7f657fd1628077984200-ADA-Women-Dress-Material-1231628077983436-1.jpg,464,,"Pink embroidered unstitched dress material<br>Pink embroidered kurta fabric<br>Pink solid bottom fabric<br>Pink embroidered dupatta, has solid border<br>Disclaimer: Images are for referral purposes only. The actual product is unstitched<br><br>About the brand: Carrying forward the unique tradition of Chikankari, Ada brought together some of the finest artisans from Lucknow to present their curated designs to the world and has received special adoration for their fusion of transitional and modern styling.Top fabric length: <br> Bottom fabric length: <br> Dupatta length: 2 metres (approx)Poly georgette <br> Hand wash","{'Better Cotton Initiative': 'Regular', 'Bottom Fabric': 'Poly Georgette', 'Bottom Pattern': 'Embroidered', 'Dupatta Border': 'Solid', 'Dupatta Fabric': 'Poly Georgette', 'Dupatta Pattern': 'Embroidered', 'Kurta Fabric': 'Poly Georgette', 'Kurta Pattern': 'Embroidered', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Print or Pattern Type': 'Ethnic Motifs', 'Set Content': 'Kurta Fabric Bottom Fabric and Dupatta', 'Stitch': 'Unstitched', 'Sustainable': 'Sustainable', 'Technique': 'NA', 'Wash Care': 'Hand Wash'}"
